520,0,0,0,804.96,915.2,161.2,1.3,28,59.976
478.4,0,41.6,0,804.96,915.2,161.2,1.404,28,77.01
468,0,52,0,804.96,915.2,161.2,1.404,28,82.722
457.6,0,62.4,0,804.96,915.2,161.2,1.404,28,84.66
400,0,0,0,799.5,1150.5,120,16,3,69.9375
400,0,0,0,799.5,1150.5,120,16,7,82.5822
400,0,0,0,799.5,1150.5,120,16,28,90.3033
400,0,0,0,799.5,1150.5,120,16,90,95.3388
400,0,0,0,799.5,1150.5,120,16,360,100.5981
320,0,0,80,795.4,1144.6,120,14,3,57.5166
320,0,0,80,795.4,1144.6,120,14,7,77.211
320,0,0,80,795.4,1144.6,120,14,28,91.0866
320,0,0,80,795.4,1144.6,120,14,90,100.8219
320,0,0,80,795.4,1144.6,120,14,360,108.6549
240,0,0,160,793.35,1141.65,120,9.6,3,54.2715
240,0,0,160,793.35,1141.65,120,9.6,7,72.1755
240,0,0,160,793.35,1141.65,120,9.6,28,91.758
240,0,0,160,793.35,1141.65,120,9.6,90,98.8077
240,0,0,160,793.35,1141.65,120,9.6,360,103.3956
160,0,0,240,789.25,1135.75,120,6,3,36.1437
160,0,0,240,789.25,1135.75,120,6,7,65.2377
160,0,0,240,789.25,1135.75,120,6,28,87.0582
160,0,0,240,789.25,1135.75,120,6,90,88.401
160,0,0,240,789.25,1135.75,120,6,360,99.8148
80,0,0,320,785.15,1129.85,120,4.8,3,27.4155
80,0,0,320,785.15,1129.85,120,4.8,7,54.2715
80,0,0,320,785.15,1129.85,120,4.8,28,75.7563
80,0,0,320,785.15,1129.85,120,4.8,90,85.2678
80,0,0,320,785.15,1129.85,120,4.8,360,92.7651
400,0,0,0,756.45,1088.55,160,6,3,55.0548
400,0,0,0,756.45,1088.55,160,6,7,60.0903
400,0,0,0,756.45,1088.55,160,6,28,71.5041
400,0,0,0,756.45,1088.55,160,6,90,75.9801
400,0,0,0,756.45,1088.55,160,6,360,79.0014
320,0,0,80,752.35,1082.65,160,4,3,45.879
320,0,0,80,752.35,1082.65,160,4,7,57.6285
320,0,0,80,752.35,1082.65,160,4,28,73.854
320,0,0,80,752.35,1082.65,160,4,90,81.0156
320,0,0,80,752.35,1082.65,160,4,360,85.4916
240,0,0,160,748.25,1076.75,160,4,3,37.3746
240,0,0,160,748.25,1076.75,160,4,7,56.6214
240,0,0,160,748.25,1076.75,160,4,28,74.8611
240,0,0,160,748.25,1076.75,160,4,90,87.1701
240,0,0,160,748.25,1076.75,160,4,360,88.401
160,0,0,240,746.2,1073.8,160,2.4,3,29.094
160,0,0,240,746.2,1073.8,160,2.4,7,51.0264
160,0,0,240,746.2,1073.8,160,2.4,28,68.3709
160,0,0,240,746.2,1073.8,160,2.4,90,84.0369
160,0,0,240,746.2,1073.8,160,2.4,360,92.6532
80,0,0,320,742.1,1067.9,160,3.6,3,24.8418
80,0,0,320,742.1,1067.9,160,3.6,7,43.1934
80,0,0,320,742.1,1067.9,160,3.6,28,59.4189
80,0,0,320,742.1,1067.9,160,3.6,90,63.5592
80,0,0,320,742.1,1067.9,160,3.6,360,76.092
450,0,0,0,764.65,1100.35,135,18,3,71.3922
450,0,0,0,764.65,1100.35,135,18,7,84.7083
450,0,0,0,764.65,1100.35,135,18,28,89.8557
450,0,0,0,764.65,1100.35,135,18,90,95.8983
